工单ID,url,一级标签,二级标签,三级标签,四级标签,局点名称,问题分类,原因分类,问题标题,工单创建时间,工单结单时间,内部建单人,当前处理人,工单负责人,一线处理时长 (h),一点五线处理时长 (h),二线处理时长(h),产研处理时长(h),垂直产研处理时长(h),处理时长(h),待查根因停留时长(h),超长工单,根因描述 ,后续规避措施,备注,进阶分类
10126311,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10126311&sign=bcf60f65b8f1b65212f58b3e8dfbd8a2,TCE,云监控,云哨,云哨,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】iInodes使用率超过阈值,2022-12-26 10:45:32,2023-01-02 15:21:13,p_dijiasong,p_dijiasong,p_dijiasong,0.09,0,0.52,0,0,0.61,0,0,,,,
10235102,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10235102&sign=8067b23237208336b225e771501b85f7,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总发票云-TCE-张鑫】 云镜主机漏洞扫描已完成，但soc漏洞列表无数据 咨询一下变更包是否已经出包,2023-01-28 14:35:54,2023-02-04 15:11:29,p_longppeng,p_longppeng,p_longppeng,0.09,0.26,0,0,0,0.36,0,0,,,,
9932691,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9932691&sign=22243307226b67d943066684b1ecf176,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),金税信创云平台二办_互联网专网区-总局二办互联网信创-总局二办互联网信创区,产品出现异常,性能问题,【税总发票云-TCE-董小松】【soc】页面一直处于刷新状态,2022-11-21 14:43:33,2022-11-28 15:32:54,p_xinxyyan,p_xinxyyan,p_xinxyyan,0.08,1.59,0,0,0,1.67,0,0,,,,
10435716,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10435716&sign=693223b48974bc0f085487964f7862f8,TCE,安全,高级威胁检测系统(NTA),技术咨询,厦门金税信创云_业务专网区-厦门金税信创业务专网-厦门金税信创云业务专网一区,产品咨询,性能问题,"【税总发票云-TCE-王琪】145.26.1.39御界物理机ping得通,ssh连不上，带外连接kvm失败",2023-03-12 21:37:49,,p_zpmeng,p_kaiweiyi,p_kaiweiyi,0.14,1.02,0.12,0,0,32.78,10.34,0,,,,
9860961,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9860961&sign=7ca53d9a208ce246eb8b741863c87592,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】【御界】业务区-御界检索功能异常,2022-11-09 15:06:28,2022-11-16 15:21:26,p_zpmeng,p_zpmeng,p_zpmeng,0.22,1.08,0,0,0,1.3,0,0,,,,
9731240,https://link.andon.tencent.com/3Im7pXnP,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】【redis】天巡巡检项失败-REDIS Interface状态检查：[报警]interface未出现限流丢失请求；,2022-10-20 10:52:39,2022-10-27 15:18:46,p_qfzeng,p_qfzeng,p_qfzeng,0.11,1.42,0,0,0,1.53,0,0,,,,
10267365,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10267365&sign=c05a5e93a5f467cda11f3a377d9615b4,TCE,平台支撑,TDSQL,TDSQL,青岛金税信创云_互联网专区-青岛金税信创互联专网-青岛金税信创互联专网一区,基础设施异常,性能问题,【税总发票云-青岛-TCE-包海军】青岛业务区支撑物理机宕机，需要恢复支撑tdsql,2023-02-05 15:47:24,2023-02-12 15:15:02,p_dijiasong,p_dijiasong,p_dijiasong,0.07,0.61,0,0,0,0.68,1.32,0,,,,
9097780,https://link.andon.qq.com/TUJ1zSzT,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总广东-TCE380-卢杰达】御界安全事件界面打不开，报502,2022-06-28 22:35:03,2022-07-06 14:35:23,p_ccongren,p_zpmeng,p_zpmeng,0.98,1,0,0,0,1.98,19.27,0,,,,
8923915,https://link.andon.qq.com/jMWIdsBe,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,客户服务请求,性能问题,【税总广东-TCE380-罗思帆】互联网区 redis集群版怎么禁用keys,2022-05-31 21:32:13,2022-06-07 14:59:34,p_lchengluo,p_lchengluo,p_lchengluo,0.59,1.4,0,0,0,1.99,0,0,,,,
9680502,https://link.andon.tencent.com/4t2M35qC,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总云发票-上海-TCE-谭孝成】天巡巡检报告项目-tsf检查Elasticsearch集群-检查 ES 分片完整性为100%失败；,2022-10-11 15:39:12,2022-10-21 15:11:14,p_xuyangyin,p_xuyangyin,p_xuyangyin,0.39,2.7,0,0,0,3.1,71.24,0,,,,
8287394,https://link.andon.qq.com/NKbDv5aT,TCE,云监控,云哨,云哨,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总云发票-上海-TCE-王磊】Pod异常状态告警,2022-03-01 10:35:31,2022-03-08 14:32:32,p_daiyimao,p_zqdeng,p_zqdeng,0.4,0,0,0.88,0,1.28,0,0,,,,
8478841,https://link.andon.qq.com/7ceI9Adn,TCE,数据库,缓存数据库(Redis),缓存数据库(Redis),金税信创云平台_备份_业务专网区-总局非国产化业务专网区-总局非国产化业务专网区,产品出现异常,性能问题,【税总发票云-TCE 380-张子岳】【readis】北京生产租户readis实例备份中 cpu使用率过高 帮忙看下,2022-03-26 02:40:44,2022-04-02 14:30:59,p_xuyangyin,p_xuyangyin,p_xuyangyin,0.86,0.13,0,0,0,0.99,0,0,,,,
9646841,https://link.andon.tencent.com/bYTK4hCr,高级威胁检测系统(NTA)-御界,功能模块,仪表板-系统监控,高级管理模式,广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总发票云-TCE 380】【御界】系统监控报数据发送异常（补单）,2022-09-30 18:56:51,2022-10-07 15:25:49,p_wwjunwang,p_wwjunwang,p_wwjunwang,0.05,0.02,0,0,0,0.07,0,0,,,,
8777713,https://link.andon.qq.com/HmBMrYsv,TCE,网络,负载均衡(CLB),内网4层负载均衡(TGW-LAN),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,变更出现异常,性能问题,【税总云发票-上海-TCE-徐文亮】【clb】镜像导入升级，检查发现一直卡在91%,2022-05-10 10:53:24,2022-05-17 14:32:42,p_anjianli,p_tomi,p_tomi,0.42,1.21,0,0,0,1.63,0,0,,,,
10404354,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10404354&sign=060528d351d323d970cb4c81444acdf6,TCE,网络,负载均衡(CLB),内网7层负载均衡(STGW-LAN),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE-孟鑫】【clb】未来城CLB负载均衡服务器 根分区打满,2023-03-06 15:22:28,2023-03-13 15:33:38,p_xinxyyan,p_xinxyyan,p_xinxyyan,0.05,0.8,0,0,0,0.85,0.01,0,,,,
9020527,https://link.andon.qq.com/Z6N9pzaC,TCE,平台支撑,ES,ES,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总云发票-上海-TCE380-张雅】云哨告警，事件：告警状态: 触发 | 产品: tcenter | 策略: tcenter_metric_alert | 规则: ces状态,2022-06-16 10:45:34,2022-06-23 14:40:13,p_daiyimao,p_andysshi,p_andysshi,0.62,5.2,0,3.28,0,9.1,0,0,,,,
8981178,https://link.andon.qq.com/QHowjqT1,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-赵海旺】广东互联网区，御界安全产品web登录异常卡死，登录后页面无数据显示,2022-06-09 17:52:23,2022-06-17 14:32:10,p_anjianli,p_zpmeng,p_zpmeng,0.25,1.49,0,0,0,1.74,15.8,0,,,,
9760056,https://link.andon.tencent.com/WjM76ls7,TCE,平台支撑,运维中心,运维中心,上海金税信创云_业务专区-上海信创业务专区-上海信创业务专区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】【dcos】云哨告警 物理机Agent上报超时告警,2022-10-25 15:11:56,2022-11-01 15:16:20,p_pmhliu,p_pmhliu,p_pmhliu,0.22,0,1.29,0,0,1.5,0,0,,,,
10092676,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10092676&sign=5c91081afdc4ca1146a42425f5bbe0ea,TCE,云监控,云监控(Barad),云监控(Barad),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【二办发票云-TCE-3100-董小松】【tke】deployment监控无数据,2022-12-16 16:11:24,2022-12-26 15:11:15,p_xjwen,p_kaiweiyi,p_kaiweiyi,0.4,0,1.49,0,0,1.89,75.19,0,,,,
10083535,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10083535&sign=5b88ca0a60e652236fc5e3fc44af5052,TCE,计算,容器服务(TKE),容器服务(TKE),陕西金税信创云_业务专网区-陕西金税信创业务专网-陕西金税信创业务专网一区,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-包海军】tke销毁遗留脏数据-变更完成，需要确认变更完成情况，是否要插入数据，及变更删除的逻辑是怎样的、以后区如何更好操作,2022-12-15 10:27:30,2022-12-26 15:10:47,p_pmhliu,p_pmhliu,p_pmhliu,0.37,0,1.43,0,0,1.81,101.87,0,,,,
8392010,https://link.andon.qq.com/LHS5xbAj,TCE,平台应用,基础平台,基础平台(租户端)-消息中心,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【北京-税总发票云-TCE 380-董小松】【云哨】收不到告警短信,2022-03-15 14:45:48,2022-03-22 14:41:48,p_cjtan,p_zqdeng,p_zqdeng,0.93,2.29,0,0.01,0,3.22,0,0,,,,
8095126,https://link.andon.qq.com/zjrnrB16,TCE,平台支撑,TCS,TCS,广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-罗思帆】【云哨】云哨告警 Pod cpu使用率超过阈值 麻烦协助处理一下,2022-01-21 10:31:22,2022-01-28 14:32:58,p_pqiaozeng,p_xuyangyin,p_xuyangyin,0.19,0.55,0,0,0,0.73,0,0,,,,
9459206,https://link.andon.tencent.com/F9O7fKNG,TCE,安全,安全运营中心(SOC),安全运营中心(SOC),广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-胡帆】安全运营中心SOC时间列表无数据,2022-08-30 14:54:50,2022-09-06 15:14:36,p_pmhliu,p_pmhliu,p_pmhliu,0.25,1.03,0,0,0,1.28,0,0,,,,
7963498,https://link.andon.qq.com/oTnyHXPs,TCE,开发者工具,CODINGDevOps平台,CODINGDevOps平台,金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,使用方法咨询,性能问题,【税总发票云-TCE 380-王文庆】【coding】arm-业务区 ，私有化coding npm制品库不支持自定义添加代理，需要帮忙修改配置文件内置一个咱们自己搭建的私有仓库地址,2022-01-01 12:01:08,2022-01-08 14:31:44,p_ldantang,p_ldantang,p_ldantang,3.9,0,0,0,0,3.9,0,0,,,,
8822452,https://link.andon.qq.com/C92j4ZAi,TCE,计算,云服务器(CVM),云服务器(CVM),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,变更出现异常,性能问题,【税总广东-TCE380-陈泉宏】变更dbsql-cvm-yhimage 升级kaleido_dbsql update dbsql-cvm-yhimage 升级失败,2022-05-17 01:53:39,2022-05-26 18:21:33,p_zleizhong,p_zleizhong,p_zleizhong,0.91,0.71,0,0,0,1.62,0,0,,,,
10363306,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10363306&sign=a0ac508abb41d556007632a4b431af7c,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),福建金税信创云_业务专网区-福建金税信创业务专网-福建金税信创业务专网一区,客户服务请求,性能问题,【税总发票云-福建-TCE-覃明昊】福建业务tdsql已创建实例目前区分大小写，客户需修改不区分大小写参数,2023-02-25 17:03:04,2023-03-04 15:17:58,p_bocui,p_bocui,p_bocui,0.07,0.34,0,0,0,0.4,0.28,0,,,,
8155669,https://link.andon.qq.com/o5Kev1cU,TCE,存储,云硬盘(CBS),云硬盘(CBS),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-唐光宇】 云哨告警 CBS agent和client组件心跳异常告警,2022-02-07 17:01:51,2022-02-16 14:30:38,p_daiyimao,p_lyuantang,p_lyuantang,42.57,0,0,0,0,4.55,42.51,0,,,,
9109669,https://link.andon.qq.com/PKADg6Hv,天巡,客户端,巡检中心,日常运维,广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品技术咨询,性能问题,【税总发票云-TCE 380-董小松】【tcenter】天巡巡检异常 zk storage 状态异常,2022-06-30 14:56:21,2022-07-07 14:36:19,p_ttingzeng,p_tomi,p_tomi,0.43,1.95,0,0,0,2.38,0,0,,,,
9825418,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9825418&sign=cc5806946660dfba877072ab6fdaa470,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,业务出现异常,性能问题,【税总二办发票云-TCE3100-仝欣-计算】御界-高级威胁检测系统-采集探针异常,2022-11-03 18:31:24,2022-11-10 15:47:22,p_xinxyyan,p_zpmeng,p_zpmeng,0.3,1.21,0,0,0,1.5,0.44,0,,,,
8374216,https://link.andon.qq.com/PX8HXYjy,TCE,中间件,腾讯服务框架(TSF),腾讯服务框架(TSF),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-黄全辉】【TSF】 广东业务网 tsf 3台console节点相互通信，大量io timeout，请帮忙协助,2022-03-12 23:24:03,2022-03-19 14:32:45,p_qfzeng,p_qfzeng,p_qfzeng,0.08,0.36,0,0,0,0.44,0,0,,,,
10062729,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10062729&sign=98546e3ecb220da6dbcc2484e3c721b2,TCE,云监控,云监控(Barad),云监控(Barad),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总发票云-TCE-尹旭@腾讯】etcd kafka 缺少监控数据 需要修复,2022-12-12 11:49:29,2022-12-21 15:10:32,p_wzpwwang,p_wzpwwang,p_wzpwwang,0.48,0,3.48,0,0,3.96,50.52,0,,,,
10054645,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10054645&sign=8de29b519c85c3a6d6c4f4d27e936fa7,TCE,安全,高级威胁检测系统(NTA),高级威胁检测系统(NTA),上海金税信创云_互联网区-上海信创互联网区-上海信创互联网区AZ,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】检索无法点选,2022-12-09 16:17:07,2022-12-16 15:16:17,p_silingui,p_silingui,p_silingui,0.06,0.13,0,0,0,0.19,0,0,,,,
10033377,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10033377&sign=fa479f9a104505be2256c07f87e26d4b,TCE,云监控,云监控(Barad),云监控(Barad),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总发票云-TCE-尹旭@腾讯】变更支持 C212368[TCE3100]tcloud-barad-event初始化 es 索引脚本修复,2022-12-06 19:10:11,2022-12-13 15:18:58,p_wzpwwang,p_wzpwwang,p_wzpwwang,0.1,0,0.44,0,0,0.54,0,0,,,,
10312250,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=10312250&sign=080d88c4404bd64d9a95a370343b5bcb,TBDS,平台问题,基础组件,TBDS-DataStudio,金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业-TBDS-正式-3671,产品出现异常,性能问题,【国税北京信创-TBDS-曾帆珂】datastudio任务运维-任务实例-测试运行实例页面卡死无响应,2023-02-15 10:54:03,2023-02-28 15:10:36,p_pchenchen,p_pchenchen,p_pchenchen,0.09,1.42,0,0,0,1.51,142.44,0,,,,
8147192,https://link.andon.qq.com/ZleHRtKM,TCE,云监控,云哨,云哨,广东金税信创云_互联网区-广东信创互联网-广东信创互联网AZ,产品出现异常,性能问题,【税总广东-TCE380-唐光宇】【云哨】云哨告警无法推送到微信公众号，云哨页面概率性报错,2022-02-01 14:05:45,2022-02-08 14:30:37,p_zleizhong,p_zleizhong,p_zleizhong,0.66,0,0,0.69,0,1.35,0,0,,,,
9984125,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9984125&sign=6e1fe8b83d858c102badbcd412894bf5,TCE,云监控,云监控(Barad),云监控(Barad),四川金税新创云-四川信创云业务专网-四川信创业务AZ,产品出现异常,性能问题,【税总发票云-四川-TCE3100（ARM）-钟航】TCE 上ckafka有哪些监控指标以及相关接口是什么？,2022-11-29 11:32:52,2022-12-06 15:13:58,p_jieellli,p_jieellli,p_jieellli,0.15,0.03,0.29,0,0,0.46,4.95,0,,,,
9560400,https://link.andon.tencent.com/Qj372Z9U,TCE,云监控,云哨,云哨,四川金税信创云_业务专网区-四川信创云业务专网-四川金税信创云业务专网一区,产品出现异常,性能问题,【税总云发票-上海-TCE-尹旭】云哨 Pod 实际内存使用率（占limit)超过阈值,2022-09-16 15:03:50,2022-09-23 15:16:46,p_wwjunwang,p_wwjunwang,p_wwjunwang,0.37,0.29,0,0,0,0.65,0,0,,,,
9924295,https://andon.cloud.tencent.com/ticket/nologin/redirect?id=9924295&sign=19ca347c6decbd1c4f95ea677cf30d62,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),金税信创云平台二办_业务专网区-总局二办业务信创-总局二办业务信创区,产品出现异常,性能问题,【税总广东-TCE380-陈浩华】北京二办业务区，租户分布式数据库创建账号异常,2022-11-18 22:41:30,2022-11-25 14:20:47,p_qfzeng,,p_gwweigao,0.31,1.08,0,7.72,0,9.11,127.45,1,,,,
8209227,https://link.andon.qq.com/CwNYfT4J,TCE,平台应用,基础平台,基础平台(租户端),金税信创云平台(业务专网区)-总局业务信创-总局业务信创区,产品出现异常,性能问题,【税总发票云-TCE 380-许程喜】【Tdsql】业务arm区开发测试账号下，实例管理无显示。,2022-02-16 18:33:23,2022-02-25 14:31:04,p_xuyangyin,p_xjwen,p_xjwen,22.11,0,0,0.16,0,11.77,34.67,0,,,,
8210222,https://link.andon.qq.com/y5YPOWBk,TCE,数据库,分布式数据库(TDSQL),分布式数据库(TDSQL),广东金税信创云_业务专网区-广东信创业务-广东信创业务AZ,产品出现异常,性能问题,【税总广东-TCE380-罗思帆】【TDSQL】tdsql查看版本时有报错信息,2022-02-16 23:04:22,2022-02-24 14:31:16,p_xuyangyin,p_xuyangyin,p_xuyangyin,0.09,1.55,0,0,0,1.64,0,0,,,,
